Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
SG,Duncan Robinson (40676227),Duncan Robinson,40676227,SG/G/UTIL,4500,UTA@DET 11/05/2025 07:00PM ET,DET,19.43
SG/SF,Ace Bailey (40676234),Ace Bailey,40676234,SG/SF/F/G/UTIL,4500,UTA@DET 11/05/2025 07:00PM ET,UTA,10.71
C,Mitchell Robinson (40676232),Mitchell Robinson,40676232,C/UTIL,4500,MIN@NYK 11/05/2025 07:30PM ET,NYK,16
PG/SG,Tre Johnson (40676249),Tre Johnson,40676249,PG/SG/G/UTIL,4400,WAS@BOS 11/05/2025 07:30PM ET,WAS,21.64
PF/C,Dominick Barlow (40676239),Dominick Barlow,40676239,PF/C/F/UTIL,4400,PHI@CLE 11/05/2025 07:00PM ET,PHI,19
SF/PF,Dean Wade (40676243),Dean Wade,40676243,SF/PF/F/UTIL,4400,PHI@CLE 11/05/2025 07:00PM ET,CLE,17.21
C,Nikola Jovic (40676253),Nikola Jovic,40676253,C/UTIL,4400,MIA@DEN 11/05/2025 09:00PM ET,MIA,18.43
C,Brandon Clarke (40676247),Brandon Clarke,40676247,C/UTIL,4400,HOU@MEM 11/05/2025 08:00PM ET,MEM,0
PG,Miles McBride (40676255),Miles McBride,40676255,PG/G/UTIL,4400,MIN@NYK 11/05/2025 07:30PM ET,NYK,19.65
SG/SF,Pelle Larsson (40676265),Pelle Larsson,40676265,SG/SF/F/G/UTIL,4300,MIA@DEN 11/05/2025 09:00PM ET,MIA,15.57
SF,Terance Mann (40676258),Terance Mann,40676258,SF/F/UTIL,4300,BKN@IND 11/05/2025 07:00PM ET,BKN,23.71
PG,Egor Demin (40676270),Egor Demin,40676270,PG/G/UTIL,4300,BKN@IND 11/05/2025 07:00PM ET,BKN,15.83
PG/SG,Reed Sheppard (40676261),Reed Sheppard,40676261,PG/SG/G/UTIL,4300,HOU@MEM 11/05/2025 08:00PM ET,HOU,20.92
SF/PF,Sam Hauser (40676273),Sam Hauser,40676273,SF/PF/F/UTIL,4200,WAS@BOS 11/05/2025 07:30PM ET,BOS,18.41
